,Tweet,User - Location,User - Followers,Classificacao,Sentimento,NaiveBayes
1483,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,"Minas Gerais, Brasil",219,Positivo,1,Positivo
918,odei,Brasil,200,Negativo,0,Negativo
1669,produt ileg ate send transport dentr mal voo domes / #iptv #receitafeder #pirat #tvporassinat /,SP COTIA,2533,Positivo,1,Positivo
1126,enta,Toronto,1107,Neutro,2,Neutro
2486,trist vc fazerum pergunt fic esper absurd,,235,Negativo,0,Negativo
360,avis iss aind sab,,495,Negativo,0,Negativo
2625,auditorfisc feder deleg polic feder,a pale blue dot in space,267,Neutro,2,Neutro
2757,kkkkkkkkkkkkk tad garot,BA-PB,72,Negativo,0,Negativo
1022,#operacaoconcord deflagr apoi polic militar/rn polic civil/rn corp bombeiros/rn saib em,Brasil,741847,Positivo,1,Positivo
1773,#leila realiz 30/12 leila equip eolic leila apen pesso jurid contempl equip eolic hidraul abandon empr set apresentaca propost vai ate dia 29/12 mais,Brasil,334,Positivo,1,Positivo
3033,prez gost auxili tecn possi instal ult versa jav mac agor aplic carn lea 2020 par funcion algum dic,Sampa,21,Neutro,2,Neutro
3060,ja pag impost soneg cidada bem dev bol #impeachmentdebolsonarourg,,15,Negativo,0,Negativo
926,verdad for consegu dinh compr td iss kd,Brasil,3838,Negativo,0,Negativo
332,#globolix dev ser investig,Brasil,10104,Negativo,0,Negativo
2307,notic ruim caix infeliz abr caix fiscal tir album plas bolh jog dentr caix nenhum proteca abr pacot album tav plas bolh amass pont,"Niterói, Brasil",33526,Negativo,0,Negativo
1421,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,,5624,Positivo,1,Positivo
1425,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,Brasil,277,Positivo,1,Positivo
2454,realiz pag despach postal tributaco sit correi min tutor proced pag brasil importaca pass fiscalizaca aduan cobr algum tax despach postal r$15 tributaca,"Rio de Janeiro, Brasil",348,Neutro,2,Neutro
192,quant consult mesm,Puta Que Pariu,27,Neutro,2,Neutro
1386,auxili d 600 00 q ate moment esta send pag difer parcel sao elegi famil cuj rend mens pesso n ultrap mei salari min 522 50 cuj rend famili total d ate 3 salari min 3 135 00,Estados Unidos,2102,Neutro,2,Neutro
4,nao conhec amines poi obvi sei ond morei/trabalh ond mor ofic ha 8 ano enderec cidad vergonh incompetenc poi regularizaca bast pag cpf/placa/renavan,,0,Negativo,0,Negativo
2272,dispar mass interferenc abin pf feder tod sao crim,,661,Negativo,0,Negativo
2349,ond dinh glob dev,Rio de Janeiro ,156,Neutro,2,Neutro
1105,dev 80 milho real nenhum autoridad pal diz nad cobr nad pal vergonh gent ordin,"Capela, Sergipe ",1621,Neutro,2,Neutro
1976,enta,"Rio de Janeiro, Brasil",262,Negativo,0,Negativo
2819,ta desafi,garbel,372,Neutro,2,Neutro
449,parab dr paul gued pre sr realiz extraordinari trabalh parab equip d ministr secretari parab inser lut contr corrupca q mat + d form + pervers silenci q qq viru,,62,Positivo,1,Positivo
2518,precis ajud redesim consegu ger dbe aba fic lad esquerd tel aparec ja tent 4 difer maquin 3 naveg tod atual tre prov internet difer favor ajud,"Campo Grande, MS",240,Negativo,0,Negativo
248,legaliz drog amig diminu criminal olh exempl holand,,141,Neutro,2,Neutro
2551,odei sit put q par,"Nova Iguaçu, Rj",1343,Negativo,0,Negativo
1382,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,Brasil,1467,Positivo,1,Positivo
2036,flavi bolsonar advog tre reunio ped dad ate aparelh,,641,Negativo,0,Negativo
366,sr presid bom dia impost rend ja faix isenca 3mil jan 2021,"Rio Grande, Brasil",9,Neutro,2,Neutro
710,lib encomend,Copacabana Beach,1455,Negativo,0,Negativo
811,algum ai ja autor pod tom,Goiânia,342,Neutro,2,Neutro
1440,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,,253,Positivo,1,Positivo
2924,ser operaca da prisa dor vai cham hemorro sufoc piru kkk,,23,Neutro,2,Neutro
2791,obrig pratic dia trabalh perd ja est consegu emit nenhum err voc hor cobr jur mult atras voc sao otim sup efici,,97,Negativo,0,Negativo
1685,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,"Jundiaí, Brasil",969,Positivo,1,Positivo
2232,ter constru centen presidi audi ped prisa empresari trabalh soneg impost 14/01/2021 uol econom vej uol acess,"Jacarepaguá, Rio de Janeiro",461,Negativo,0,Negativo
2002,flavi bolsonar advog tre reunio ped dad ate aparelh,"São Paulo, Brasil",80,Negativo,0,Negativo
1776,#receitafeder #apreensaohistor #sant #acoesdareceit #areceitafederalnaop,Vitoria ES,309,Positivo,1,Positivo
1063,bom dia ja preocup carnelea 2021 alo vao liber nov program,,51,Negativo,0,Negativo
1357,seri presid acab lavajat,"Uberlândia, Brasil",8344,Neutro,2,Neutro
1690,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,"São Paulo, Brasil",121,Positivo,1,Positivo
85,vei havan +250 milho pag simpl fech port brasil sil sil,Brasil 𓇼𓆉 ⧖ ᱬ ⍟⃝    🍂🍁,751,Negativo,0,Negativo
423,defen band xo xo,"Santo Amaro, São Paulo",299,Neutro,2,Neutro
1880,rfb sao paul apreend me dezembr divers tip drog outr produt nociv saud apreenso ocorr recint importaca exportaca correi saib mais #receitafeder #adu #apreensa,Brasil,336,Positivo,1,Positivo
900,ach vai dar nad sei vai ser bem assim,,10,Neutro,2,Neutro
950,fod ne tud ness pal total desig govern sab qu implant proporcional,São Paulo/Brazil,367,Neutro,2,Neutro
155,car quer tir tod negativ inadimplenc faz banc publ compr div,@vitor.doprat,204,Neutro,2,Neutro
1718,#areceitafederalnaop apreend 670 kg cocain carg goiab port sant soment 2020 alfandeg sant intercept 20 5 tonel cocain carg exportaca destin europ saib mais,Recife - PE,700,Positivo,1,Positivo
1568,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,19,Positivo,1,Positivo
1367,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,"Inglaterra, Reino Unido",30,Positivo,1,Positivo
1320,alo alo ser vc pod ajud parcel segur desempreg par cair desd outubr apo solicitaca recalcul,,66,Negativo,0,Negativo
1006,1/10 senh presid brasil demal autoridad brasil est dificuldad alg dev ser muitiss simpl e ped auxili possi tratas acess quitaca debit junt brasil,,0,Negativo,0,Negativo
1516,#operacaoconcord deflagr apoi polic militar/rn polic civil/rn corp bombeiros/rn saib em,"São Paulo, Brasil",450,Positivo,1,Positivo
2847,enta rele norm habit leit entend propost vou facil nobr coleg ped link denunc denunc exploraca ser exat afinal acusaca coleg,,9,Neutro,2,Neutro
1079,and situaca dest cidada fisc brasil,"São Paulo, Brasil",11040,Neutro,2,Neutro
289,bom investig impost caus mortil pag corret,,92,Neutro,2,Neutro
1012,4/10 enta parec inter dificult algum integr entidad prefeituras/ advog / cont algum juizes/ necessari enquant ideal necessari ness start,,0,Negativo,0,Negativo
1678,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,"Pedro Leopoldo, Brasil",206,Positivo,1,Positivo
2547,esquec faz declaraca impost rend ano desculp feder =/ fod pff kkk,"Blumenau, Brasil",115,Negativo,0,Negativo
2194,dia descobr control vam descobr tod falcatru exist crim corrupca riqu mud mao enquant dorm,"Rio de Janeiro, Brasil",890,Negativo,0,Negativo
296,so fiep tav bom mt instituico fing demenc mta cois ne ffa,United States,1739,Negativo,0,Negativo
198,dev public internet usa mei irregul,P* que nos pariu.,33,Neutro,2,Neutro
1500,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,,1043,Positivo,1,Positivo
1644,#atend | inform pendenc relat cadastr pesso fisic cpf pod ser regular mei canal virtual atend vem sab mais,"Acopiara, Brasil",1708,Positivo,1,Positivo
2587,algu are comerci exteri possi pod explic aceit exportaco fret prepag exteri outr pais aceit aceit etiquet prepag brasil nao culp,Paraná - Brasil,32985,Negativo,0,Negativo
98,gmt+01 gmt03 sro s sra s trabalh favor sauda liberdad expressa contribuint pedint rep feder brasil aguard providenc erradic discurs poli odi chantag ameac imprens contr,"New York, NY",12,Neutro,2,Neutro
1158,recom fort ver vide,,271,Neutro,2,Neutro
1830,drog carg goiab export antuerp belg carg selecion conferenc mei criteri obje analis risc inclu inspeca intrus imag escan #acoesdareceit #adu #rfb #sant,,1229,Positivo,1,Positivo
2679,alo aqu empreg admit uso pj propr emiss pod iss,"São Paulo, Brasil",2330,Negativo,0,Negativo
1062,bom dia ja preocup carnelea 2021 alo vao liber nov program,,47,Negativo,0,Negativo
2202,avaliaca 3 mes em minh mae coit so receb prim parcel ate hoj nad diz cpf exist ja 3 mes ja regul feder sem respost nenhum absurdooo,,10,Negativo,0,Negativo
2284,palavr remet cois tao boa vov pao queij delic pass etc par nom instituica tao diabol quant,Manaus - Brasil,812,Negativo,0,Negativo
1512,atenca bom investig aplicaco financ dess cidada membr antagon poi pod ser utiliz notic fals manipul bols val investig,"Rio Grande do Sul, Brasil",3461,Neutro,2,Neutro
2433,olh q louc polic feder mpf usa convers traf ileg mad cont cresc apreenso mad brasil ta falt algu ai ah conden proib ibam viaj,,322,Neutro,2,Neutro
1343,pass ladra tir presid empr vend lobby ver orig des fortun,,537,Neutro,2,Neutro
2044,flavi bolsonar advog tre reunio ped dad ate aparelh,,340,Negativo,0,Negativo
2652,apes ter sid legitim eleit hoj pra poli proautoritar desprez process eleitor suspeit intervenca cooptaca instituico abin polic feder ha metod ness atitud #bolsonaroarmagolp,"Minas Gerais, Brasil",36973,Neutro,2,Neutro
1358,seri presid acab lavajat,"Rio de Janeiro, Brasil",11333,Neutro,2,Neutro
1270,parab,Brazil,7627,Positivo,1,Positivo
701,fronteir blind atu impact seguranc publ repressa crim transfronteir #aduanadobrasil #adu #repressa,Estados Unidos,549,Positivo,1,Positivo
2692,lav jat ja tod zo troc td princip superintend pf muit outr colabor sair insatisfaca respec chef enfim mencion lav jat atual cenari facil quer ve fal lavatog ning fal,,0,Negativo,0,Negativo
1478,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,"São José do Rio Preto, Brasil",970,Positivo,1,Positivo
1443,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,São Paulo-Brasil,349,Positivo,1,Positivo
2703,voc precis investig correi jaboata ja 4 encomend fim la obrig,,0,Negativo,0,Negativo
893,empr priv don orga publ mostr quant poli val gat enterr,Recife,171,Neutro,2,Neutro
1613,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,657,Positivo,1,Positivo
439,testify,"New York, NY",12,Neutro,2,Neutro
1295,parab,"Rio Grande, Brasil",5131,Positivo,1,Positivo
330,falt enta tamb famil crimin us poli arm contr sociedad democrac jus favorec inter pesso cla milici lider bem fracass,,13,Negativo,0,Negativo
778,quer 3 centav volt,,418,Neutro,2,Neutro
1541,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Fortaleza, Brasil",10,Positivo,1,Positivo
891,concord vc,"São Paulo, Brasil",824,Positivo,1,Positivo
169,qm ta defend conden injur rac vc,,153,Neutro,2,Neutro
2997,gent vam cobr aca ate responsa cri vergonh car rf ench sac tod ano reapresent document qq raza put,Caxambu MG,226,Negativo,0,Negativo
2873,permit cri raiz cas aprofund pov brasil sofr,,327,Neutro,2,Neutro
2373,lav dinh clar vam alem filh lul trat zoolog patrimoni 145 milho segund 89 mil x 145 milho,"Rio de Janeiro, Brasil",33,Neutro,2,Neutro
1882,rfb sao paul apreend me dezembr divers tip drog outr produt nociv saud apreenso ocorr recint importaca exportaca correi saib mais #receitafeder #adu #apreensa,"Salvador, Brazil",1181,Positivo,1,Positivo
25,agor pergunt qu cal ond viu iss demal orga responsa fiscalizaco,,1345,Negativo,0,Negativo
1889,aca fiscalizaca acontec ambit operaca escud apreend 320 mil mercad saib mais #receitafeder #adu #operacaoescud,Estados Unidos,549,Positivo,1,Positivo
1369,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,,2391,Positivo,1,Positivo
2400,sindifisc sindicat nacion auditoresfisc feder propo mud reform tribut sanco penal prisa fraud impost apo quitaca debit feder,Angola,10849,Neutro,2,Neutro
508,car amig operaca calc atoch,,199,Neutro,2,Neutro
2945,acab ler 77 amazon pod morr simultane falt oxigeni faz campanh ar precios venezuel cheg irma brasil questo ideolog tip jorn pervers cruel par bolsonar,"Salvador, Brasil",929,Neutro,2,Neutro
2523,sim tax kkkkk mal pi,,292,Negativo,0,Negativo
1850,med vis mant flux rap abastec materiapr bem mercad enquant dur situaca emergenc saud publ importanc nacion saib mais #receitafeder #adu #covid19,"São Paulo, Brasil",8148,Positivo,1,Positivo
1705,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,Picos - Piauí,3228,Positivo,1,Positivo
326,alo quer cad correca tabel impost rend pesso fisic,"São Bernardo do Campo, Brasil",1232,Negativo,0,Negativo
1196,faz sicalc renunci arrecadaca so atrapalh contribuint darf sai codig barr lot banc brasil receb codig 1872 complementaca regred 2017 faz calcul desd novembr,Recife,123,Negativo,0,Negativo
2575,odei tod voc lady gag dem lovat felip net harry styl bt outr,,431,Negativo,0,Negativo
2624,caix econom realiz adequaco aplic sefip/gfip modificaco solicit conselh region contabil saib alter ser impact atualizaca,Brasil,2159,Neutro,2,Neutro
1971,pf prf prest serv extraordinari,,274,Positivo,1,Positivo
1154,hey hey vao tnc,Itajubá - MG,619,Negativo,0,Negativo
2396,fals agent tent aplic golp comerci timb mistureb #atenca golp apresent agent est estabelec cobr div lei mat complet,Timbó,1641,Negativo,0,Negativo
1345,pass ladra tir presid empr vend lobby ver orig des fortun,,374,Neutro,2,Neutro
1269,parab,,2281,Positivo,1,Positivo
1862,federl ampli ate 31 marc 2021 dispens necess apresent document orig cop autentic solic serv prest esclarec saib mais #rfb #receitafeder #praz #serv,"Rio de Janeiro, Brasil",253,Positivo,1,Positivo
1201,olh fal tod mund pi serv postal mund vej dat post alemanh cheg brasil pq aind lug,"Mechernich, Deutschland",337,Negativo,0,Negativo
1486,tod culp apo prisa ileg jornal faz trabalh investig ond mir ministr stf ond coaf abaf brasil q quer ess,"São João Evangelista, Brasil",406,Negativo,0,Negativo
1963,val total mercad apreend cheg 32 milho saib mais #receitafederl #adu #apreensa,,3,Positivo,1,Positivo
612,bilho *,,989,Neutro,2,Neutro
528,rsrdrd,,1169,Neutro,2,Neutro
890,concord vc,"São Paulo, Brasil",825,Positivo,1,Positivo
149,alo,"Brasília, Brasil",26,Negativo,0,Negativo
524,viag chin dev ter rend bem cpf parlament list proteg contr analis,"São Paulo, Brasil",4003,Negativo,0,Negativo
2632,agend ir post feder ai lev documentaca feit hor la,Brasil,895,Neutro,2,Neutro
412,vou fic album enta nic perd it pre vend obrig voc fud,Brazil,607,Negativo,0,Negativo
251,peg esquec anex recib dent ja band pass vent,"Porto Alegre, Rio Grande do Su",2384,Negativo,0,Negativo
1268,parab, Brasil,602,Positivo,1,Positivo
1458,merend lix,,510,Neutro,2,Neutro
2866,consegu agor microsoft edg,,5,Neutro,2,Neutro
1854,seg trabalh simplific vid cidada brasil estabelec parc busc inovaco tecnolog,,1,Positivo,1,Positivo
2061,flavi bolsonar advog tre reunio ped dad ate aparelh,,645,Negativo,0,Negativo
1419,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,,390,Positivo,1,Positivo
75,vou aguard porqu rend receb 21,,14900,Neutro,2,Neutro
2992,aqual motiv pre palaci deposit expect aco dep ver bqual raza emit certific fisic cnart ocorrenc ano/ref2020 cp bloque atend propon,"New York, NY",13,Negativo,0,Negativo
1413,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,,179,Positivo,1,Positivo
2895,#querobolsonaroate2026,,11,Neutro,2,Neutro
941,sim mulh torn cad audica aind enerv,,315,Neutro,2,Neutro
2930,vacin tao boa chines quer,,248,Neutro,2,Neutro
2557,signif so perseg pequen poli gauch bem 1 milha 4 milho sac auxili emerg,Porto Alegre - RS,25171,Negativo,0,Negativo
1632,vai tom cu detran 1000 real ipv vc enfi dinh rab band incompet,"João Monlevade, Brasil",304,Negativo,0,Negativo
2564,obst tud dand err vid sit simples decid funcion seman tod vai peg impost cas caralh enta filh put,sp-br,1528,Negativo,0,Negativo
